time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-22T08:43:51.910Z,44.7328333,-110.8025,5.01,1.48,ml,13,77,0.06518,0.16,uu,uu60389932,2020-05-22T16:05:41.770Z,"25km ENE of West Yellowstone, Montana",earthquake,0.41,2.03,0.248,2,reviewed,uu,uu
2020-05-22T08:43:03.610Z,37.6717,-115.8722,13.9,2.4,ml,9,246.72,0.575,0.2,nn,nn00731077,2020-05-22T08:47:49.062Z,"71km WNW of Alamo, Nevada",earthquake,,13,,,automatic,nn,nn
2020-05-22T08:42:52.462Z,44.2896,-115.0359,12.64,2.9,ml,,65,0.854,0.8,us,us70009n5i,2020-05-22T16:04:04.235Z,"68km WSW of Challis, Idaho",earthquake,2.6,10.1,0.044,67,reviewed,us,us
2020-05-22T08:42:09.530Z,46.7355,-121.947,2.96,1.58,ml,29,96,0.09569,0.15,uw,uw61618607,2020-05-22T16:51:11.760Z,"25km NW of Packwood, Washington",earthquake,0.29,0.94,0.177706321258784,17,reviewed,uw,uw
2020-05-22T08:40:27.090Z,38.1822,-117.8783,7.7,1.5,ml,11,170.84,0.055,0.04,nn,nn00731076,2020-05-22T08:44:50.026Z,"58km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T08:37:51.020Z,44.733,-110.8056667,2.2,-0.1,md,6,130,0.06388,0.1,uu,uu60022979,2020-05-22T18:23:21.790Z,"24km ENE of West Yellowstone, Montana",earthquake,0.25,8.51,0.277,5,reviewed,uu,uu
2020-05-22T08:37:22.070Z,44.7328333,-110.7991667,2.13,0.37,md,6,134,0.06646,0.13,uu,uu60389927,2020-05-22T18:20:44.430Z,"25km ENE of West Yellowstone, Montana",earthquake,0.41,9.83,0.179,6,reviewed,uu,uu
2020-05-22T08:32:51.600Z,44.7375,-110.8085,4.94,1.63,ml,14,79,0.05898,0.19,uu,uu60389922,2020-05-22T16:00:31.270Z,"24km ENE of West Yellowstone, Montana",earthquake,0.37,0.66,0.303,3,reviewed,uu,uu
2020-05-22T08:31:53.370Z,38.1238,-118.0538,0.8,1.2,ml,17,114.16,0.073,0.13,nn,nn00731073,2020-05-22T08:38:29.677Z,"66km SE of Hawthorne, Nevada",earthquake,,11.4,,,automatic,nn,nn
2020-05-22T08:29:08.440Z,38.1652,-117.8995,4.1,1.5,ml,9,135.94,0.024,0.09,nn,nn00731071,2020-05-22T08:35:45.262Z,"59km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T08:28:47.440Z,19.9823341,-155.5368347,14.14,2.41,md,37,182,0.1583,0.11,hv,hv71522302,2020-05-22T08:32:07.480Z,"12km SSW of Honoka'a, Hawaii",earthquake,1.23,1.95,0.15,3,automatic,hv,hv
2020-05-22T08:28:38.780Z,35.9655,-117.8053333,1.5,0.62,ml,9,88,0.01719,0.05,ci,ci39211231,2020-05-22T13:25:28.816Z,"10km ENE of Little Lake, CA",earthquake,0.19,0.34,0.159,5,reviewed,ci,ci
2020-05-22T08:28:05.340Z,38.1203,-118.0875,5.8,2,ml,20,79.47,0.1,0.1,nn,nn00731067,2020-05-22T08:32:52.380Z,"64km SE of Hawthorne, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T08:27:55.750Z,17.8228,-66.9271,5,3.06,md,19,238,0.1597,0.29,pr,pr2020143003,2020-05-22T08:43:04.990Z,"16km S of Guanica, Puerto Rico",earthquake,0.96,0.63,0.19,13,reviewed,pr,pr
2020-05-22T08:27:51.190Z,38.2462,-117.7857,6.5,2.4,ml,9,188.8,0.152,0.04,nn,nn00731068,2020-05-22T08:32:59.169Z,"52km WNW of Tonopah, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-05-22T08:27:46.600Z,44.7335,-110.7993333,5.06,1.08,ml,9,134,0.06584,0.14,uu,uu60022944,2020-05-22T15:55:51.460Z,"25km ENE of West Yellowstone, Montana",earthquake,0.64,2.74,0.198,2,reviewed,uu,uu
2020-05-22T08:27:21.380Z,44.734,-110.7973333,2.48,1.09,ml,8,136,0.06623,0.12,uu,uu60389917,2020-05-22T15:50:10.320Z,"25km ENE of West Yellowstone, Montana",earthquake,0.33,4.38,0.137,2,reviewed,uu,uu
2020-05-22T08:26:55.370Z,35.5606667,-117.4296667,4.35,1.56,ml,36,68,0.03698,0.15,ci,ci39211223,2020-05-22T19:03:11.880Z,"23km SSW of Trona, CA",earthquake,0.18,0.29,0.145,20,reviewed,ci,ci
2020-05-22T08:25:25.140Z,38.1702,-117.8582,7.8,1.4,ml,15,137.95,0.055,0.1,nn,nn00731062,2020-05-22T08:28:49.979Z,"56km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T08:24:19.050Z,35.8343333,-117.6361667,12.62,0.89,ml,13,105,0.03648,0.16,ci,ci39211215,2020-05-22T13:25:46.299Z,"22km WNW of Searles Valley, CA",earthquake,0.69,1,0.127,11,reviewed,ci,ci
2020-05-22T08:21:32.520Z,44.7391667,-110.803,5.8,0.53,md,6,138,0.05968,0.12,uu,uu60023009,2020-05-22T19:15:09.290Z,"25km ENE of West Yellowstone, Montana",earthquake,0.55,1.85,0.396,5,reviewed,uu,uu
2020-05-22T08:21:23.120Z,44.7321667,-110.802,2.48,0.26,md,6,131,0.06594,0.06,uu,uu60389907,2020-05-22T19:13:34.170Z,"25km ENE of West Yellowstone, Montana",earthquake,0.24,6.1,0.217,5,reviewed,uu,uu
2020-05-22T08:20:45.550Z,38.196,-117.7443,9.2,1.6,ml,15,119.48,0.122,0.03,nn,nn00731060,2020-05-22T08:27:06.792Z,"47km WNW of Tonopah, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-05-22T08:19:22.450Z,44.7335,-110.8003333,3.48,0.95,ml,8,134,0.06545,0.13,uu,uu60389902,2020-05-22T19:10:57.680Z,"25km ENE of West Yellowstone, Montana",earthquake,0.36,2.71,0.247,2,reviewed,uu,uu
2020-05-22T08:19:09.170Z,38.2343,-117.7893,6.6,1.9,ml,26,97.72,0.08,0.12,nn,nn00731057,2020-05-22T08:26:56.343Z,"52km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T08:18:08.750Z,44.7338333,-110.7981667,2.77,0.96,md,4,136,0.06603,0.12,uu,uu60022999,2020-05-22T19:03:41.140Z,"25km ENE of West Yellowstone, Montana",earthquake,0.5,7.5,0.611,3,reviewed,uu,uu
2020-05-22T08:17:55.680Z,44.731,-110.8016667,7.75,1.64,ml,13,97,0.06706,0.19,uu,uu60389897,2020-05-22T19:01:04.640Z,"25km ENE of West Yellowstone, Montana",earthquake,0.51,0.73,0.286,3,reviewed,uu,uu
2020-05-22T08:17:44.240Z,44.7281667,-110.804,2.75,0.44,ml,5,126,0.06868,0.12,uu,uu60023004,2020-05-22T19:07:19.330Z,"24km ENE of West Yellowstone, Montana",earthquake,0.38,7.69,0.276,2,reviewed,uu,uu
2020-05-22T08:17:02.460Z,38.1593,-117.9428,14.1,1.2,ml,8,88.38,0.029,0.11,nn,nn00731056,2020-05-22T08:20:28.972Z,"63km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T08:16:28.730Z,44.7323333,-110.8033333,5,1.82,ml,16,76,0.0653,0.17,uu,uu60389892,2020-05-22T18:55:23.480Z,"25km ENE of West Yellowstone, Montana",earthquake,0.32,1.49,0.193,3,reviewed,uu,uu
2020-05-22T08:16:10.800Z,44.7321667,-110.7971667,2.39,1.15,md,6,135,0.0678,0.1,uu,uu60022989,2020-05-22T18:42:01.760Z,"25km ENE of West Yellowstone, Montana",earthquake,0.39,8.12,0.756,3,reviewed,uu,uu
2020-05-22T08:16:00.910Z,44.7328333,-110.8006667,3.22,1.87,md,9,95,0.06588,0.13,uu,uu60022994,2020-05-22T18:38:50.560Z,"25km ENE of West Yellowstone, Montana",earthquake,0.26,2.21,0.323,6,reviewed,uu,uu
2020-05-22T08:15:50.020Z,44.7328333,-110.8008333,3.55,1.14,ml,9,95,0.06581,0.22,uu,uu60389887,2020-05-22T18:39:24.030Z,"25km ENE of West Yellowstone, Montana",earthquake,0.44,2.01,0.261,2,reviewed,uu,uu
2020-05-22T08:15:13.540Z,44.7305,-110.8038333,5.2,1.25,ml,15,86,0.0667,0.2,uu,uu60389882,2020-05-22T15:17:14.740Z,"24km ENE of West Yellowstone, Montana",earthquake,0.36,1.33,0.247,2,reviewed,uu,uu
2020-05-22T08:14:41.860Z,44.7286667,-110.802,7.68,1.4,ml,12,99,0.06894,0.2,uu,uu60389872,2020-05-22T15:05:24.340Z,"25km ENE of West Yellowstone, Montana",earthquake,0.53,0.94,0.225,3,reviewed,uu,uu
2020-05-22T08:13:23.920Z,44.7341667,-110.7976667,9.16,1.31,ml,13,96,0.06595,0.2,uu,uu60389867,2020-05-22T14:56:07.630Z,"25km ENE of West Yellowstone, Montana",earthquake,0.52,0.87,0.245,3,reviewed,uu,uu
2020-05-22T08:12:52.500Z,38.1008,-118.1583,0.3,1.6,ml,12,98.3,0.289,0.15,nn,nn00731055,2020-05-22T08:18:10.158Z,"62km SE of Hawthorne, Nevada",earthquake,,13.6,,,automatic,nn,nn
2020-05-22T08:10:38.250Z,38.1705,-117.8693,6,1,ml,15,149.6,0.018,0.08,nn,nn00731053,2020-05-22T08:14:50.057Z,"57km WNW of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T08:10:24.010Z,44.7378333,-110.804,4.54,1.33,ml,12,92,0.06039,0.14,uu,uu60389857,2020-05-22T16:43:50.690Z,"25km ENE of West Yellowstone, Montana",earthquake,0.3,0.66,0.162,2,reviewed,uu,uu
2020-05-22T08:09:12.940Z,44.7263333,-110.8045,4.02,1.32,md,9,116,0.07012,0.27,uu,uu60022959,2020-05-22T16:55:13.410Z,"24km ENE of West Yellowstone, Montana",earthquake,0.51,1.91,0.078,5,reviewed,uu,uu
2020-05-22T08:08:57.110Z,44.7348333,-110.8,2.24,1.68,md,6,129,0.06447,0.15,uu,uu60022954,2020-05-22T16:57:50.270Z,"25km ENE of West Yellowstone, Montana",earthquake,0.43,31.61,0.219,4,reviewed,uu,uu
2020-05-22T08:08:40.210Z,44.731,-110.803,7.28,2.01,ml,16,84,0.06657,0.2,uu,uu60389852,2020-05-22T16:51:35.990Z,"25km ENE of West Yellowstone, Montana",earthquake,0.41,1.02,0.26,4,reviewed,uu,uu
2020-05-22T08:08:10.000Z,44.7351667,-110.8061667,3.55,0.48,md,7,93,0.06183,0.09,uu,uu60389847,2020-05-22T14:47:21.900Z,"24km ENE of West Yellowstone, Montana",earthquake,0.25,2.31,0.086,5,reviewed,uu,uu
2020-05-22T08:06:24.510Z,44.7341667,-110.8051667,2.25,0.66,md,7,95,0.06306,0.06,uu,uu60022964,2020-05-22T17:46:56.620Z,"25km ENE of West Yellowstone, Montana",earthquake,0.2,6.5,0.216,4,reviewed,uu,uu
2020-05-22T08:06:12.810Z,44.733,-110.803,2.76,-0.98,md,5,132,0.06485,0.11,uu,uu60022969,2020-05-22T17:41:15.370Z,"25km ENE of West Yellowstone, Montana",earthquake,0.52,7.65,0.291,4,reviewed,uu,uu
2020-05-22T08:05:59.100Z,44.7336667,-110.8038333,2.09,0.74,md,7,132,0.06398,0.07,uu,uu60389842,2020-05-22T17:37:06.540Z,"25km ENE of West Yellowstone, Montana",earthquake,0.27,7.58,0.385,4,reviewed,uu,uu
2020-05-22T08:05:28.320Z,38.175,-117.9145,5.4,1.2,ml,15,137.67,0.04,0.08,nn,nn00731050,2020-05-22T08:12:11.722Z,"61km WNW of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T08:02:47.420Z,44.7346667,-110.806,5.65,2.06,ml,18,76,0.06232,0.18,uu,uu60389832,2020-05-22T18:07:05.820Z,"24km ENE of West Yellowstone, Montana",earthquake,0.34,1.07,0.242,5,reviewed,uu,uu
2020-05-22T08:02:15.130Z,44.7361667,-110.8046667,3.68,0.95,md,9,129,0.06154,0.15,uu,uu60022974,2020-05-22T18:03:27.630Z,"25km ENE of West Yellowstone, Montana",earthquake,0.37,1.7,0.148,7,reviewed,uu,uu
2020-05-22T08:02:08.310Z,38.1518,-117.8973,7.4,2.2,ml,30,48.21,0.014,0.1,nn,nn00731046,2020-05-22T08:06:52.292Z,"59km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T08:01:54.470Z,40.7936667,-111.9898333,3.44,0.31,md,10,156,0.033,0.08,uu,uu60389837,2020-05-22T17:53:08.580Z,"9km WNW of Salt Lake City, Utah",earthquake,0.43,0.78,0.217,6,reviewed,uu,uu
2020-05-22T08:00:21.746Z,44.3811,-115.1917,10,2.9,ml,,60,0.911,1.07,us,us70009n4n,2020-05-22T09:35:02.825Z,"69km ESE of Cascade, Idaho",earthquake,2.2,2,0.05,52,reviewed,us,us
2020-05-22T07:58:38.770Z,38.1732,-117.8512,12,1,ml,8,185,0.029,0.02,nn,nn00731045,2020-05-22T08:03:09.085Z,"55km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T07:54:25.130Z,38.8481674,-122.802002,0.83,0.57,md,9,96,0.007683,0.01,nc,nc73392986,2020-05-22T07:56:03.097Z,"7km WNW of Cobb, CA",earthquake,0.36,0.76,,1,automatic,nc,nc
2020-05-22T07:54:21.890Z,38.141,-118.0808,0.7,1.8,ml,21,92.63,0.095,0.13,nn,nn00731043,2020-05-22T08:00:10.956Z,"63km SE of Hawthorne, Nevada",earthquake,,10.3,,,automatic,nn,nn
2020-05-22T07:52:55.580Z,38.8470001,-122.8010025,0.78,1.8,md,30,54,0.008406,0.04,nc,nc73392971,2020-05-22T08:46:03.182Z,"7km WNW of Cobb, CA",earthquake,0.17,0.29,0.17,7,automatic,nc,nc
2020-05-22T07:52:41.040Z,38.848999,-122.8001633,0.94,0.57,md,9,91,0.006308,0.02,nc,nc73392966,2020-05-22T08:21:06.026Z,"7km WNW of Cobb, CA",earthquake,0.37,0.67,,1,automatic,nc,nc
2020-05-22T07:51:38.470Z,38.8504982,-122.7973328,2.33,0.57,md,8,114,0.004356,0.01,nc,nc73392961,2020-05-22T08:16:02.991Z,"7km WNW of Cobb, CA",earthquake,1.32,1.65,,1,automatic,nc,nc
2020-05-22T07:51:34.590Z,38.8483315,-122.8010025,0.83,1.17,md,10,82,0.00718,0.02,nc,nc73392956,2020-05-22T08:35:07.118Z,"7km WNW of Cobb, CA",earthquake,0.3,0.73,0.02,2,automatic,nc,nc
2020-05-22T07:51:34.200Z,33.5258333,-116.7311667,3.52,0.59,ml,28,44,0.03979,0.11,ci,ci39211207,2020-05-22T18:45:15.457Z,"6km WSW of Anza, CA",earthquake,0.14,0.32,0.131,17,reviewed,ci,ci
2020-05-22T07:51:08.600Z,33.6373333,-116.6243333,11.74,0.67,ml,39,39,0.04565,0.13,ci,ci39211199,2020-05-22T18:55:28.679Z,"10km NNE of Anza, CA",earthquake,0.16,0.31,0.118,17,reviewed,ci,ci
2020-05-22T07:49:19.150Z,38.2433,-117.796,6.7,1.5,ml,14,98.67,0.096,0.11,nn,nn00731042,2020-05-22T07:55:50.513Z,"53km WNW of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T07:47:30.920Z,38.1678,-117.9057,8.7,1.6,ml,15,133.3,0.033,0.17,nn,nn00731040,2020-05-22T07:50:50.207Z,"60km W of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T07:45:22.720Z,38.1452,-117.9312,9.3,1.5,ml,13,145.37,0.01,0.05,nn,nn00731037,2020-05-22T07:49:09.628Z,"62km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T07:43:08.960Z,38.1748,-117.9005,8.4,1.1,ml,17,107.6,0.031,0.18,nn,nn00731034,2020-05-22T07:46:49.761Z,"59km WNW of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-05-22T07:41:01.790Z,38.8363342,-122.7826691,1.75,0.48,md,9,65,0.006342,0.02,nc,nc73392936,2020-05-22T08:14:03.977Z,"5km WNW of Cobb, CA",earthquake,0.37,0.55,0.06,2,automatic,nc,nc
2020-05-22T07:38:01.190Z,38.1342,-118.0078,6.8,2.8,ml,27,49.82,0.034,0.07,nn,nn00731031,2020-05-22T17:28:17.856Z,"66km W of Tonopah, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-22T07:37:48.610Z,38.1777,-117.956,6.8,2.7,ml,11,105.36,0.024,0.1,nn,nn00731030,2020-05-22T07:41:29.431Z,"64km W of Tonopah, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-22T07:34:37.470Z,38.1698,-117.8718,12.7,1.4,ml,15,105.88,0.019,0.16,nn,nn00731027,2020-05-22T07:38:58.672Z,"57km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T07:34:14.340Z,36.1245,-117.818,2.45,1.3,ml,16,104,0.03063,0.17,ci,ci39211183,2020-05-22T13:26:31.917Z,"15km NE of Coso Junction, CA",earthquake,0.48,0.55,0.185,18,reviewed,ci,ci
2020-05-22T07:33:44.940Z,38.1747,-117.779,7.1,1.7,ml,24,97.38,0.081,0.08,nn,nn00731024,2020-05-22T07:38:51.666Z,"49km WNW of Tonopah, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-05-22T07:32:46.510Z,65.154,-164.756,0.2,1.7,ml,,,,1.4,ak,ak0206km7mc2,2020-05-22T07:39:00.519Z,"79km NNE of Nome, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-22T07:31:51.791Z,59.7032,-153.3552,109.2,2.2,ml,,,,0.55,ak,ak0206km7f2r,2020-05-22T07:44:53.040Z,"85km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-22T07:28:26.540Z,36.1051667,-117.574,3.04,1.21,ml,13,189,0.116,0.11,ci,ci39211175,2020-05-22T13:26:33.187Z,"34km ENE of Coso Junction, CA",earthquake,0.42,1.31,0.088,14,reviewed,ci,ci
2020-05-22T07:28:15.420Z,38.2345,-117.7907,6.5,2.3,ml,26,52,0.096,0.13,nn,nn00731021,2020-05-22T07:34:51.952Z,"52km WNW of Tonopah, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-05-22T07:25:16.940Z,52.0448333,-176.0876667,1.9,-0.01,ml,5,115,0.01834,0.17,av,av70895929,2020-05-22T19:35:16.740Z,"43km ENE of Adak, Alaska",earthquake,0.47,0.92,0.209,5,reviewed,av,av
2020-05-22T07:25:16.741Z,66.2716,-157.4747,0,1.8,ml,,,,0.96,ak,ak0206km621e,2020-05-22T07:31:57.347Z,"75km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-22T07:25:11.580Z,38.1657,-117.8338,9.5,1.6,ml,22,113.74,0.038,0.09,nn,nn00731018,2020-05-22T07:29:31.531Z,"54km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-22T07:18:06.090Z,38.1357,-117.9988,7.1,1.7,ml,19,130.25,0.029,0.11,nn,nn00731013,2020-05-22T07:21:50.528Z,"67km W of Tonopah, Nevada",earthquake,,1,,,automatic,nn,nn
2020-05-22T07:16:55.170Z,35.9026667,-117.6715,4.09,1.26,ml,25,47,0.04828,0.11,ci,ci39211167,2020-05-22T18:46:56.240Z,"22km E of Little Lake, CA",earthquake,0.13,0.3,0.176,14,reviewed,ci,ci
2020-05-22T07:11:59.920Z,38.2622,-117.7465,3.8,1.3,ml,13,196.65,0.096,0.03,nn,nn00731011,2020-05-22T07:19:29.025Z,"50km WNW of Tonopah, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-05-22T07:10:03.680Z,34.3135,-116.4518333,9.32,0.98,ml,27,104,0.06141,0.15,ci,ci39211159,2020-05-22T18:40:29.427Z,"22km N of Yucca Valley, CA",earthquake,0.25,0.47,0.154,12,reviewed,ci,ci
2020-05-22T07:08:03.040Z,38.1517,-118.0003,1.8,1.9,ml,11,175.46,0.026,0.3,nn,nn00731008,2020-05-22T07:13:49.683Z,"68km SE of Hawthorne, Nevada",earthquake,,19.3,,,automatic,nn,nn
2020-05-22T07:06:52.570Z,36.128,-117.8198333,3.23,0.92,ml,18,136,0.03021,0.11,ci,ci39211151,2020-05-22T18:34:13.369Z,"15km NE of Coso Junction, CA",earthquake,0.18,0.31,0.193,8,reviewed,ci,ci
2020-05-22T07:05:56.490Z,38.1485,-117.9993,6.3,1.5,ml,21,106.86,0.038,0.11,nn,nn00731005,2020-05-22T07:09:30.638Z,"68km SE of Hawthorne, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T07:05:23.688Z,3.5675,126.8114,47.46,4.6,mb,,111,2.831,0.74,us,us70009n40,2020-05-22T07:24:00.040Z,"243km NNW of Tobelo, Indonesia",earthquake,6.7,7.9,0.128,18,reviewed,us,us
2020-05-22T07:03:30.280Z,38.1353,-118.0275,2.2,1.5,ml,14,168.55,0.044,0.09,nn,nn00731003,2020-05-22T07:07:09.454Z,"67km SE of Hawthorne, Nevada",earthquake,,10.7,,,automatic,nn,nn
2020-05-22T07:03:11.280Z,58.2405,-155.1423333,3.09,-0.95,ml,5,217,0.02288,0.09,av,av70895924,2020-05-22T19:31:12.870Z,"101km ESE of King Salmon, Alaska",earthquake,0.61,1.34,0.111,3,reviewed,av,av
2020-05-22T07:00:08.060Z,38.1385,-117.9945,7.2,2.9,ml,29,60.41,0.028,0.14,nn,nn00731001,2020-05-22T07:07:50.040Z,"65km W of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-22T06:59:13.967Z,36.5796,70.9631,207.48,4.3,mb,,100,2.093,0.58,us,us70009n3l,2020-05-22T07:30:40.040Z,"33km SSE of Jarm, Afghanistan",earthquake,6.6,9.3,0.116,21,reviewed,us,us
2020-05-22T06:55:03.020Z,39.8786667,-111.0965,9.88,1.06,md,9,257,0.2259,0.06,uu,uu60389827,2020-05-22T17:32:26.730Z,"29km NW of Helper, Utah",earthquake,1.38,1.88,0.156,8,reviewed,uu,uu
2020-05-22T06:47:34.970Z,38.1313,-118.0148,1.7,1.5,ml,12,137.62,0.04,0.05,nn,nn00731000,2020-05-22T07:01:29.820Z,"68km SE of Hawthorne, Nevada",earthquake,,9,,,automatic,nn,nn
2020-05-22T06:45:16.100Z,33.4988333,-116.7876667,6.39,0.39,ml,25,34,0.01716,0.11,ci,ci39211143,2020-05-22T18:30:04.337Z,"10km NE of Aguanga, CA",earthquake,0.14,0.37,0.106,10,reviewed,ci,ci
2020-05-22T06:43:52.040Z,38.1632,-117.9617,14.7,1.4,ml,22,92.79,0.02,0.12,nn,nn00730997,2020-05-22T06:48:50.744Z,"65km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T06:41:06.290Z,38.2115,-117.8052,8.7,1.4,ml,13,120.34,0.08,0.05,nn,nn00730994,2020-05-22T06:45:18.199Z,"52km WNW of Tonopah, Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-05-22T06:40:49.610Z,34.0925,-117.28,11.43,0.83,ml,38,62,0.01308,0.15,ci,ci39211135,2020-05-22T18:14:04.562Z,"4km NE of Colton, CA",earthquake,0.22,0.31,0.256,14,reviewed,ci,ci
2020-05-22T06:39:55.720Z,38.1355,-117.9913,6.8,1.7,ml,18,66.07,0.033,0.12,nn,nn00730992,2020-05-22T06:45:10.778Z,"67km W of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-22T06:31:37.890Z,38.1555,-117.9468,11.6,1.9,ml,19,80.73,0.054,0.08,nn,nn00730989,2020-05-22T06:41:10.983Z,"63km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-22T06:30:36.510Z,38.1507,-117.9938,15.6,1.3,ml,9,107.32,0.016,0.07,nn,nn00730988,2020-05-22T06:34:28.923Z,"67km W of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T06:28:57.740Z,38.204,-117.769,0,1.5,ml,21,118.47,0.077,0.38,nn,nn00730984,2020-05-22T06:32:10.213Z,"49km WNW of Tonopah, Nevada",earthquake,,18.4,,,automatic,nn,nn
2020-05-22T06:28:11.331Z,3.4106,126.8702,65.22,4.8,mb,,108,2.667,1.21,us,us70009n2u,2020-05-22T06:47:01.040Z,"225km NW of Tobelo, Indonesia",earthquake,8.7,7.9,0.096,33,reviewed,us,us
2020-05-22T06:26:59.010Z,38.2352,-117.7923,7.9,1.5,ml,28,51.95,0.088,0.09,nn,nn00730982,2020-05-22T06:30:11.184Z,"52km WNW of Tonopah, Nevada",earthquake,,1.6,,,automatic,nn,nn
2020-05-22T06:25:57.707Z,34.1365,25.504,10,4.2,mb,,160,1.255,0.96,us,us70009n2q,2020-05-22T06:57:51.040Z,"99km SSW of Ierapetra, Greece",earthquake,8.4,2,0.106,25,reviewed,us,us
2020-05-22T06:24:14.330Z,38.2113,-117.7348,7.5,2.2,ml,20,124.22,0.12,0.16,nn,nn00730980,2020-05-22T06:28:30.815Z,"47km WNW of Tonopah, Nevada",earthquake,,3.7,,,automatic,nn,nn
2020-05-22T06:23:03.024Z,34.1606,25.6082,8.02,4.1,mb,,126,1.27,0.51,us,us70009n2i,2020-05-22T06:35:08.040Z,"94km S of Ierapetra, Greece",earthquake,5.7,8.4,0.126,17,reviewed,us,us
2020-05-22T06:20:52.000Z,38.2225,-117.9593,15.8,1.3,ml,10,156.47,0.018,0.06,nn,nn00730978,2020-05-22T06:24:08.326Z,"66km WNW of Tonopah, Nevada",earthquake,,6.6,,,automatic,nn,nn
2020-05-22T06:20:12.090Z,33.5113333,-116.7665,3.6,0.2,ml,18,54,0.0283,0.1,ci,ci39211119,2020-05-22T17:55:52.367Z,"10km WSW of Anza, CA",earthquake,0.16,0.38,0.049,3,reviewed,ci,ci
2020-05-22T06:18:47.030Z,38.1363,-117.8977,11.3,1.2,ml,8,92.08,0.033,0,nn,nn00730977,2020-05-22T06:22:48.676Z,"59km W of Tonopah, Nevada",earthquake,,3,,,automatic,nn,nn
2020-05-22T06:16:53.576Z,61.4107,-146.545,18.1,1.5,ml,,,,0.72,ak,ak0206klirth,2020-05-22T06:23:43.123Z,"32km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-22T06:15:29.620Z,37.6238333,-118.7931667,9.41,0.57,md,14,238,0.03672,0.03,nc,nc73392881,2020-05-22T18:06:03.587Z,"12km NW of Toms Place, CA",earthquake,0.63,0.39,0.253,13,reviewed,nc,nc
2020-05-22T06:14:06.790Z,38.226,-117.8053,7.8,2.1,ml,26,51.54,0.094,0.13,nn,nn00730975,2020-05-22T06:20:11.954Z,"53km WNW of Tonopah, Nevada",earthquake,,1.5,,,automatic,nn,nn
2020-05-22T06:09:42.220Z,38.1715,-117.8998,11.3,2.3,ml,19,139.19,0.073,0.1,nn,nn00730971,2020-05-22T06:13:09.706Z,"59km WNW of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-22T06:08:09.110Z,38.13,-118.0177,9.2,1.6,ml,15,113.95,0.069,0.01,nn,nn00730969,2020-05-22T06:11:50.053Z,"68km SE of Hawthorne, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-05-22T06:06:27.600Z,19.9716663,-155.4426727,12.64,2.34,md,47,193,0.1279,0.27,hv,hv71522162,2020-05-22T06:12:00.880Z,"12km SSE of Honoka'a, Hawaii",earthquake,0.83,1.16,0.26,4,automatic,hv,hv
